amount,time,location,device,is_fraud
15.49,2.5,Зарубежье,Смартфон,0
12.76,4.7,Онлайн,Смартфон,1
35.37,11.5,Онлайн,Смартфон,0
125.69,21.3,Санкт-Петербург,ПК,0
56.78,13.6,Москва,Терминал,0
12.23,16.4,Онлайн,ПК,0
4.87,8.1,Санкт-Петербург,ПК,0
278.86,13.7,Москва,Смартфон,0
17.55,10.7,Онлайн,Смартфон,0
16.7,15.8,Москва,ПК,0
16.01,1.2,Москва,Терминал,0
20.45,11.8,Банкомат,Банкомат,1
14.03,7.1,Онлайн,Смартфон,1
8.75,7.8,Онлайн,ПК,0
9.01,23.1,Санкт-Петербург,ПК,0
15.86,4.4,Санкт-Петербург,ПК,0
9.05,7.5,Онлайн,ПК,1
7.51,12.2,Онлайн,Банкомат,0
18.49,20.7,Санкт-Петербург,Смартфон,0
12.42,10.0,Зарубежье,Терминал,0
86.0,17.9,Зарубежье,Смартфон,0
0.89,20.6,Санкт-Петербург,ПК,0
54.63,7.4,Банкомат,Терминал,0
64.76,9.4,Санкт-Петербург,ПК,0
1.68,8.6,Санкт-Петербург,Смартфон,0
11.28,20.0,Москва,Смартфон,0
10.93,1.1,Санкт-Петербург,ПК,0
3.5,7.4,Банкомат,Смартфон,0
6.99,16.3,Онлайн,Смартфон,0
4.85,13.6,Онлайн,Смартфон,0
113.01,10.5,Москва,Банкомат,0
46.03,13.0,Санкт-Петербург,Смартфон,0
66.6,4.7,Москва,ПК,0
36.37,10.3,Москва,Смартфон,0
4.75,12.0,Санкт-Петербург,ПК,0
9.24,21.6,Санкт-Петербург,Смартфон,0
28.17,6.3,Санкт-Петербург,ПК,0
4.29,20.8,Санкт-Петербург,ПК,0
36.03,15.5,Москва,Смартфон,0
12.62,0.5,Москва,Банкомат,0
10.89,17.4,Банкомат,Банкомат,0
35.95,0.9,Москва,Смартфон,0
26.81,23.9,Москва,ПК,1
11.06,20.9,Банкомат,ПК,0
58.87,7.1,Зарубежье,Смартфон,0
5.01,6.2,Онлайн,Смартфон,0
32.38,9.2,Москва,Терминал,0
31.58,8.5,Москва,ПК,0
11.7,8.9,Зарубежье,Терминал,0
23.54,7.6,Банкомат,ПК,0
4.15,14.9,Санкт-Петербург,Смартфон,0
45.44,3.9,Москва,Смартфон,0
13.42,20.3,Москва,ПК,0
9.25,19.5,Москва,ПК,0
52.14,11.4,Онлайн,Смартфон,0
7.58,20.5,Москва,ПК,0
3.49,5.9,Зарубежье,Банкомат,0
2.97,0.4,Москва,Банкомат,1
32.03,14.9,Онлайн,Смартфон,0
4.02,11.0,Москва,Смартфон,0
113.33,13.6,Санкт-Петербург,Терминал,0
1.67,21.6,Москва,Банкомат,0
106.28,23.3,Онлайн,Смартфон,1
20.74,15.2,Санкт-Петербург,Банкомат,0
14.79,18.3,Москва,Смартфон,0
9.03,2.0,Банкомат,Смартфон,1
25.51,3.9,Санкт-Петербург,Смартфон,0
15.78,17.6,Зарубежье,Смартфон,1
55.35,10.4,Банкомат,Банкомат,0
18.65,10.7,Зарубежье,ПК,0
19.4,7.4,Москва,Смартфон,0
11.02,14.6,Москва,Банкомат,0
15.45,4.4,Зарубежье,Банкомат,1
23.07,15.0,Санкт-Петербург,Смартфон,0
2.51,4.2,Москва,ПК,1
3.73,1.5,Онлайн,ПК,0
37.25,7.9,Москва,ПК,0
19.84,5.5,Онлайн,ПК,0
13.43,21.3,Банкомат,Смартфон,0
16.78,1.3,Онлайн,Смартфон,0
24.1,4.2,Москва,Банкомат,1
9.08,13.2,Санкт-Петербург,Банкомат,0
6.99,11.5,Санкт-Петербург,Смартфон,1
20.4,1.1,Санкт-Петербург,Смартфон,0
5.61,0.2,Москва,Банкомат,0
25.77,23.7,Санкт-Петербург,Смартфон,0
2.53,15.8,Санкт-Петербург,Смартфон,0
51.01,8.8,Санкт-Петербург,Смартфон,0
27.66,11.3,Банкомат,Смартфон,0
21.79,6.4,Санкт-Петербург,Смартфон,0
48.47,8.3,Москва,ПК,0
102.72,15.6,Онлайн,Смартфон,1
50.19,21.2,Онлайн,Терминал,0
2.17,4.4,Москва,Терминал,1
4.02,20.2,Онлайн,Терминал,0
8.27,2.9,Москва,Банкомат,0
16.92,5.2,Москва,ПК,0
29.06,0.9,Банкомат,Смартфон,0
7.4,3.4,Банкомат,Смартфон,0
20.2,22.0,Санкт-Петербург,Смартфон,0
7.16,11.0,Онлайн,Смартфон,0
8.39,1.9,Банкомат,ПК,0
3.5,23.0,Зарубежье,Терминал,0
5.96,21.1,Санкт-Петербург,Смартфон,0
3.72,18.1,Санкт-Петербург,ПК,0
5.62,22.4,Санкт-Петербург,ПК,0
52.41,5.3,Москва,Смартфон,0
5.79,20.1,Санкт-Петербург,Терминал,0
297.56,16.6,Онлайн,ПК,0
28.29,20.9,Банкомат,Смартфон,0
20.15,19.1,Банкомат,Терминал,0
6.4,8.3,Москва,ПК,0
35.53,18.6,Санкт-Петербург,ПК,1
8.73,6.3,Москва,ПК,0
18.81,7.9,Москва,ПК,0
274.81,2.6,Банкомат,Смартфон,0
14.8,22.4,Санкт-Петербург,Банкомат,0
58.22,7.0,Онлайн,Терминал,1
7.59,12.5,Москва,ПК,0
15.82,9.4,Санкт-Петербург,ПК,0
115.34,23.0,Онлайн,Банкомат,0
8.25,8.0,Москва,Смартфон,0
120.75,18.7,Москва,Терминал,0
35.82,20.5,Москва,ПК,0
8.86,10.5,Онлайн,Смартфон,0
32.97,9.1,Зарубежье,ПК,0
47.93,17.9,Банкомат,ПК,0
32.59,21.9,Зарубежье,Смартфон,0
2.92,18.1,Банкомат,Банкомат,0
7.39,5.5,Банкомат,ПК,0
12.53,21.3,Санкт-Петербург,Банкомат,0
15.15,9.3,Санкт-Петербург,Смартфон,1
32.55,13.8,Санкт-Петербург,ПК,0
19.99,20.0,Банкомат,Банкомат,0
3.79,4.5,Москва,Терминал,0
24.98,18.8,Москва,Банкомат,0
32.19,14.3,Зарубежье,Банкомат,0
30.44,21.4,Москва,Смартфон,0
53.99,4.1,Зарубежье,Банкомат,0
41.15,10.1,Онлайн,Смартфон,0
27.25,20.0,Москва,Смартфон,0
15.22,0.5,Онлайн,Смартфон,0
2.65,2.7,Банкомат,Банкомат,0
26.38,23.8,Москва,Смартфон,0
20.67,6.7,Онлайн,Смартфон,0
22.17,23.4,Банкомат,Смартфон,0
4.04,4.4,Москва,ПК,0
5.01,8.7,Москва,Банкомат,0
52.38,18.1,Москва,Смартфон,0
15.74,15.8,Москва,ПК,0
34.8,13.9,Москва,Смартфон,0
16.96,12.7,Онлайн,Смартфон,0
16.99,20.2,Санкт-Петербург,Смартфон,0
46.16,5.6,Банкомат,Смартфон,0
9.32,10.6,Москва,ПК,0
18.28,3.7,Санкт-Петербург,Смартфон,0
9.89,14.3,Онлайн,Банкомат,0
10.2,6.0,Банкомат,Терминал,0
11.7,8.0,Санкт-Петербург,Смартфон,0
21.0,11.3,Санкт-Петербург,Смартфон,0
9.71,0.6,Банкомат,Банкомат,0
65.45,2.2,Москва,Смартфон,1
6.15,16.5,Москва,Смартфон,0
13.39,10.3,Санкт-Петербург,Смартфон,0
10.14,20.8,Онлайн,Терминал,0
80.78,16.7,Москва,ПК,0
20.41,0.2,Санкт-Петербург,Смартфон,0
51.16,14.8,Санкт-Петербург,Смартфон,0
3.21,2.2,Зарубежье,Смартфон,0
22.06,18.7,Москва,Смартфон,0
43.75,23.8,Москва,ПК,1
18.0,12.7,Санкт-Петербург,Банкомат,0
53.09,16.4,Санкт-Петербург,Смартфон,0
9.31,5.7,Онлайн,Смартфон,0
77.5,10.5,Онлайн,Смартфон,0
206.19,20.5,Онлайн,Смартфон,0
11.03,4.0,Банкомат,Терминал,0
10.07,6.4,Зарубежье,Смартфон,0
81.35,10.7,Санкт-Петербург,Смартфон,0
93.46,17.1,Зарубежье,Смартфон,1
9.25,9.0,Москва,ПК,0
10.36,22.3,Онлайн,Терминал,0
12.06,2.3,Санкт-Петербург,Смартфон,0
3.75,8.9,Банкомат,Смартфон,0
5.99,17.0,Санкт-Петербург,Смартфон,0
5.45,5.4,Онлайн,Банкомат,1
7.07,15.8,Зарубежье,ПК,0
15.83,3.9,Онлайн,ПК,0
21.28,1.3,Онлайн,ПК,0
90.52,2.9,Москва,Терминал,1
5.48,22.3,Москва,Смартфон,1
48.56,13.2,Зарубежье,ПК,0
13.0,19.1,Онлайн,ПК,0
15.57,8.0,Санкт-Петербург,ПК,0
34.55,14.2,Санкт-Петербург,Смартфон,0
4.78,11.9,Москва,Смартфон,0
25.04,22.7,Санкт-Петербург,Смартфон,0
19.75,17.9,Санкт-Петербург,Смартфон,0
28.27,17.5,Москва,ПК,0
22.6,1.1,Москва,Смартфон,0
244.9,13.2,Санкт-Петербург,ПК,0
8.15,11.2,Санкт-Петербург,Банкомат,0
9.17,22.3,Москва,Смартфон,0
8.29,6.2,Санкт-Петербург,Смартфон,0
8.93,6.5,Банкомат,Банкомат,0
8.16,9.9,Санкт-Петербург,ПК,0
60.82,5.8,Банкомат,Смартфон,0
78.46,3.1,Зарубежье,Смартфон,1
8.78,20.6,Москва,ПК,0
6.58,13.4,Москва,ПК,1
27.62,20.7,Санкт-Петербург,ПК,0
8.96,19.9,Санкт-Петербург,ПК,0
32.99,6.8,Санкт-Петербург,Банкомат,0
20.56,13.1,Москва,Смартфон,0
3.1,2.0,Онлайн,ПК,1
90.22,22.0,Москва,Терминал,0
118.57,9.7,Зарубежье,Смартфон,0
8.38,9.4,Москва,Банкомат,0
10.74,7.3,Банкомат,Смартфон,1
22.52,11.1,Москва,Смартфон,0
23.76,6.0,Москва,Терминал,0
33.93,9.0,Москва,Смартфон,0
150.09,19.2,Зарубежье,Смартфон,0
13.54,20.0,Москва,ПК,0
6.83,7.3,Онлайн,Смартфон,0
3.61,11.3,Банкомат,ПК,0
7.36,21.0,Онлайн,Смартфон,1
15.86,1.3,Санкт-Петербург,Смартфон,0
118.39,21.3,Зарубежье,Смартфон,0
9.31,5.3,Банкомат,ПК,0
21.03,16.3,Санкт-Петербург,ПК,0
16.15,14.0,Санкт-Петербург,ПК,0
60.78,13.3,Зарубежье,ПК,0
264.97,20.6,Зарубежье,Смартфон,0
9.17,2.4,Санкт-Петербург,Банкомат,1
9.6,8.3,Банкомат,Смартфон,0
51.86,12.9,Москва,Смартфон,0
34.82,19.5,Санкт-Петербург,ПК,0
125.38,5.2,Москва,Смартфон,0
31.26,19.3,Москва,ПК,0
11.08,9.6,Онлайн,Смартфон,0
31.49,4.5,Санкт-Петербург,ПК,1
55.68,18.2,Москва,Смартфон,0
40.55,2.2,Санкт-Петербург,Терминал,0
28.73,12.4,Санкт-Петербург,Смартфон,0
53.16,1.5,Зарубежье,ПК,0
59.51,8.6,Банкомат,Банкомат,0
75.22,14.4,Санкт-Петербург,ПК,0
33.57,13.3,Банкомат,ПК,0
13.68,9.7,Москва,ПК,0
19.32,10.3,Онлайн,ПК,1
62.0,5.4,Зарубежье,Банкомат,0
6.7,10.9,Санкт-Петербург,Смартфон,0
24.67,22.9,Онлайн,Банкомат,0
10.67,20.4,Москва,ПК,0
16.97,3.5,Москва,Банкомат,0
67.11,0.7,Санкт-Петербург,Смартфон,0
20.29,22.4,Зарубежье,Банкомат,0
17.31,12.6,Санкт-Петербург,Смартфон,0
3.68,12.9,Зарубежье,ПК,0
37.37,18.7,Банкомат,Смартфон,0
33.45,7.6,Москва,ПК,0
177.61,11.6,Санкт-Петербург,ПК,0
11.72,23.2,Онлайн,Смартфон,0
20.93,16.1,Санкт-Петербург,ПК,0
21.64,3.7,Москва,Смартфон,0
93.24,3.2,Зарубежье,ПК,0
14.81,4.9,Онлайн,ПК,0
22.35,18.4,Санкт-Петербург,Смартфон,0
32.09,7.1,Онлайн,ПК,0
20.19,0.5,Москва,ПК,0
10.06,22.7,Санкт-Петербург,Смартфон,1
20.36,4.1,Зарубежье,Терминал,0
53.57,0.2,Банкомат,ПК,0
5.32,5.7,Москва,Смартфон,0
19.03,5.6,Санкт-Петербург,Смартфон,0
7.61,10.1,Онлайн,ПК,0
61.22,22.1,Москва,Смартфон,0
3.08,21.1,Москва,Смартфон,0
8.89,11.0,Санкт-Петербург,Смартфон,0
24.9,9.9,Онлайн,ПК,0
92.03,13.3,Москва,ПК,0
15.3,5.8,Москва,Смартфон,0
8.93,1.3,Москва,ПК,0
130.23,22.5,Москва,Терминал,0
3.34,4.5,Санкт-Петербург,Терминал,0
1.46,4.8,Москва,Банкомат,0
26.68,11.3,Москва,Банкомат,0
9.47,11.8,Банкомат,Смартфон,0
5.35,0.4,Москва,Смартфон,0
35.84,3.6,Санкт-Петербург,Смартфон,1
21.5,9.1,Зарубежье,ПК,0
8.84,16.4,Онлайн,Банкомат,0
4.02,5.5,Онлайн,Смартфон,0
42.94,10.2,Санкт-Петербург,ПК,1
33.62,13.4,Москва,ПК,0
14.75,21.3,Онлайн,Смартфон,0
125.37,7.8,Онлайн,ПК,0
5.07,3.2,Москва,Смартфон,0
3.07,11.7,Санкт-Петербург,Терминал,0
7.68,17.9,Банкомат,ПК,0
15.64,2.6,Москва,ПК,0
21.49,10.2,Санкт-Петербург,Смартфон,0
12.61,0.4,Санкт-Петербург,ПК,0
24.22,0.8,Банкомат,Смартфон,0
4.15,11.6,Банкомат,Смартфон,0
80.49,7.2,Онлайн,Смартфон,1
15.02,20.3,Санкт-Петербург,Смартфон,0
56.21,14.5,Москва,ПК,0
23.97,10.9,Москва,Смартфон,0
27.18,9.8,Онлайн,Банкомат,0
30.78,11.9,Онлайн,Смартфон,0
26.91,1.0,Зарубежье,Смартфон,0
33.35,21.4,Санкт-Петербург,Банкомат,0
70.96,24.0,Онлайн,Смартфон,0
20.41,4.4,Санкт-Петербург,Смартфон,0
35.87,2.9,Москва,Смартфон,0
14.9,3.4,Санкт-Петербург,Банкомат,0
80.17,15.9,Санкт-Петербург,Банкомат,0
7.81,15.9,Зарубежье,Смартфон,0
119.23,20.4,Санкт-Петербург,ПК,0
15.73,18.0,Зарубежье,ПК,0
3.41,10.8,Санкт-Петербург,Терминал,0
18.93,14.7,Москва,Смартфон,0
7.77,16.5,Москва,Банкомат,0
41.46,12.3,Москва,Смартфон,0
8.02,11.4,Санкт-Петербург,Смартфон,0
10.07,15.5,Москва,Смартфон,0
2.06,13.4,Санкт-Петербург,ПК,1
10.0,15.5,Зарубежье,ПК,0
1.14,14.7,Онлайн,ПК,0
2.88,17.3,Онлайн,ПК,0
37.96,15.4,Москва,ПК,1
39.03,12.5,Санкт-Петербург,Банкомат,0
26.26,16.4,Москва,Смартфон,0
5.68,10.8,Банкомат,Смартфон,0
15.6,5.8,Москва,Смартфон,1
16.38,0.0,Санкт-Петербург,Смартфон,0
4.6,13.4,Санкт-Петербург,ПК,0
85.95,14.2,Санкт-Петербург,ПК,0
43.17,23.3,Банкомат,ПК,1
12.9,8.7,Москва,Смартфон,0
16.94,9.5,Санкт-Петербург,ПК,0
20.68,4.8,Онлайн,Смартфон,0
1.74,1.7,Санкт-Петербург,Терминал,0
12.53,18.5,Санкт-Петербург,Смартфон,0
7.77,6.0,Москва,ПК,0
5.46,14.6,Онлайн,Банкомат,0
12.07,16.5,Зарубежье,Терминал,0
118.8,11.3,Онлайн,Смартфон,0
33.28,21.0,Банкомат,Смартфон,0
8.77,10.7,Санкт-Петербург,Смартфон,0
30.87,6.8,Москва,Смартфон,0
76.65,21.5,Москва,ПК,1
45.47,20.7,Онлайн,Терминал,0
17.56,3.9,Санкт-Петербург,Смартфон,0
8.07,0.6,Онлайн,ПК,0
35.45,2.2,Онлайн,Банкомат,0
25.35,6.9,Зарубежье,Смартфон,0
44.02,23.3,Санкт-Петербург,ПК,0
33.07,13.4,Санкт-Петербург,Банкомат,0
52.17,9.0,Москва,Терминал,0
9.13,21.3,Санкт-Петербург,ПК,0
70.04,10.9,Банкомат,Смартфон,0
20.44,7.6,Москва,Смартфон,0
161.22,22.6,Зарубежье,ПК,0
7.71,20.4,Зарубежье,Смартфон,0
111.0,20.2,Санкт-Петербург,Смартфон,0
20.44,12.3,Москва,Банкомат,0
8.03,18.9,Москва,Банкомат,1
9.66,4.3,Москва,Банкомат,0
11.56,13.8,Москва,Смартфон,0
26.22,23.6,Санкт-Петербург,Смартфон,0
29.23,7.0,Москва,Банкомат,0
8.75,19.1,Онлайн,ПК,1
16.01,11.8,Санкт-Петербург,Банкомат,0
173.56,1.0,Москва,Терминал,0
109.98,18.3,Санкт-Петербург,Банкомат,0
26.57,4.0,Зарубежье,ПК,1
17.15,15.2,Онлайн,Смартфон,0
18.77,2.1,Санкт-Петербург,ПК,0
32.29,22.7,Онлайн,ПК,0
5.34,7.0,Онлайн,Смартфон,1
